title,avg_rating,count_rating,w_score,release_date
I Am a Nymphomaniac,2.0,5,3.130122513915468,1971-08-11
Night 1,2.0,5,3.130122513915468,2011-10-12
Covert Action,2.0,5,3.130122513915468,1978-03-03
The Startup Kids,2.5,9,3.130116664293548,2012-12-01
Christmas Holiday,2.5,9,3.130116664293548,1944-01-01
Taste of Vengeance,2.5,9,3.130116664293548,1969-09-22
Nightmare in Wax,2.5,9,3.130116664293548,1969-05-14
Nola,2.5,9,3.130116664293548,2003-01-01
Nightmare,2.9722222222222223,36,3.130112938888163,1964-04-19
Rebirth of Mothra III,2.6923076923076925,13,3.130110828016265,1998-12-12
The Devil Is a Woman,2.7941176470588234,17,3.130105005038008,1935-05-03
Out of Bounds,3.0,44,3.130101377038679,2011-05-13
Poseidon,3.0902777777777777,144,3.130098590270889,2006-05-12
Prime Suspect Scent of Darkness,2.1666666666666665,6,3.1300853339297787,1995-05-15
The Floorwalker,2.55,10,3.130079528422695,1916-05-15
Blood in the Mobile,2.7142857142857144,14,3.1300737361558353,2010-11-29
Totally True Love,2.8055555555555554,18,3.1300679570839565,2011-02-25
The Young and Prodigious T S Spivet,1.1666666666666667,3,3.130053949807664,2013-10-16
Muppets Most Wanted,1.1666666666666667,3,3.130053949807664,2014-03-20
Ape and Super Ape,1.1666666666666667,3,3.130053949807664,1972-01-01
David Cross Let America Laugh,3.018867924528302,53,3.130053189265659,2003-11-04
Rich Kids,2.2857142857142856,7,3.1300481751849403,1979-08-01
The Angry Birds Movie,2.2857142857142856,7,3.1300481751849403,2016-05-11
Humble Pie,2.973684210526316,38,3.13003925808014,2007-01-01
Away from Her,3.124131082423039,1007,3.130037471491166,2006-09-11
Green Fish,2.7333333333333334,15,3.1300366654375966,1997-02-07
Jesus Christ Superstar,2.7333333333333334,15,3.1300366654375966,2000-10-16
Cockfighter,2.8157894736842106,19,3.130030930223024,1974-08-01
Meet Joe Black,3.108058608058608,273,3.130023535013125,1998-11-12
The Secretary,1.625,4,3.130016768164972,1995-04-12
Cast a Giant Shadow,1.625,4,3.130016768164972,1966-03-30
From the Sea to the Land Beyond,1.625,4,3.130016768164972,2012-06-12
Anna the Pleasure the Torment,1.625,4,3.130016768164972,1973-11-27
A Bay of Blood,3.0863309352517985,139,3.1300023815479627,1971-08-08
Once,3.1049382716049383,243,3.1299969630934057,2007-03-23
Yes or No 2,1.9,5,3.12997960777622,2012-08-16
The Detective,1.9,5,3.12997960777622,1968-05-28
The Trigger Effect,1.9,5,3.12997960777622,1996-08-30
A Turtle s Tale Sammy s Adventures,2.9375,32,3.1299769277007883,2010-08-03
Tchoupitoulas,2.4444444444444446,9,3.1299739213450493,2012-12-07
Thorne Scaredycat,2.4444444444444446,9,3.1299739213450493,2010-10-01
Braveheart,3.075221238938053,113,3.129969128226527,1995-05-24
Pocket Money,2.6538461538461537,13,3.1299682478862323,1972-01-01
Electric Shadows,2.6538461538461537,13,3.1299682478862323,2004-09-11
The Dust Factory,2.88,25,3.1299513049015117,2004-01-01
The Three Brothers,2.88,25,3.1299513049015117,1995-12-13
Texas Doc Snyder hält die Welt in Atem,3.0686274509803924,102,3.129949566629801,1993-01-01
Platoon,3.017857142857143,56,3.129943278969925,1986-12-18
Robot Frank,2.0833333333333335,6,3.12994246862319,2012-08-16
Cien niños esperando un tren,2.0833333333333335,6,3.12994246862319,1988-01-01
The War of the Robots,2.0833333333333335,6,3.12994246862319,1978-01-01
A Man for All Seasons,3.0542168674698793,83,3.1299409113418246,1966-12-12
Mr Blandings Builds His Dream House,2.5,10,3.129936826213665,1948-06-04
The Bride Goes Wild,2.9594594594594597,37,3.129934477083788,1948-03-03
Balto II Wolf Quest,2.9594594594594597,37,3.129934477083788,2002-02-19
Prince of Broadway,2.975609756097561,41,3.129928893201154,2008-09-03
Chicken Run,2.7777777777777777,18,3.1299255799554184,2000-06-21
Family Viewing,1.0,3,3.1299109619330356,1987-10-02
Spring Summer Fall Winter and Spring,3.1243478260869564,1150,3.12990926648164,2003-09-19
Alabama Moon,2.2142857142857144,7,3.1299053506876824,2009-09-27
Memorial Day,2.2142857142857144,7,3.1299053506876824,2011-06-06
I Am Cuba,2.2142857142857144,7,3.1299053506876824,1964-09-06
Track 29,2.5454545454545454,11,3.1298997522504677,1988-05-15
Hundra,2.7,15,3.1298941665775875,1983-01-01
Séance,2.847826086956522,23,3.129883033350614,2000-08-07
Stewart Lee If You Prefer a Milder Comedian Please Ask for One,3.0,50,3.1298811026828375,2010-10-11
The Spiritual Boxer,1.5,4,3.129873821169718,1975-11-28
55 Days at Peking,1.5,4,3.129873821169718,1963-05-06
Joan the Maid 2 The Prisons,2.9193548387096775,31,3.129871950660304,1994-02-09
The Marine,2.3125,8,3.1298682539515217,2006-10-13
Hard Luck Hero,2.9615384615384617,39,3.1298609181633377,2003-01-01
The Three Stooges in Orbit,2.9615384615384617,39,3.1298609181633377,1962-07-04
Europa Europa,2.9615384615384617,39,3.1298609181633377,1990-01-01
THX 1138,2.9615384615384617,39,3.1298609181633377,1971-03-11
Game Change,2.71875,16,3.129857157583748,2012-03-09
Love and Death on Long Island,2.71875,16,3.129857157583748,1997-01-01
Samurai Rebellion,2.8,20,3.129851628347498,1967-05-27
King Lear,2.8541666666666665,24,3.1298461116855534,1983-04-03
Cyber Wars,2.8541666666666665,24,3.1298461116855534,2004-01-01
Crime After Crime,2.8541666666666665,24,3.1298461116855534,2011-07-01
Miss Cast Away,2.892857142857143,28,3.129840607555068,2004-01-01
Don Giovanni,1.8,5,3.1298367016369726,1979-11-06
The Quiet Room,1.8,5,3.1298367016369726,1996-03-21
Keep Your Distance,1.8,5,3.1298367016369726,2005-09-02
Tight Spot,2.388888888888889,9,3.129831178396551,1955-03-19
Love Before Breakfast,2.388888888888889,9,3.129831178396551,1936-03-09
Savage Beasts,2.388888888888889,9,3.129831178396551,1984-01-11
Time Runner,2.6153846153846154,13,3.129825667756199,1993-03-17
Identity,2.9625,40,3.129824169926832,2003-04-25
Flame Citron,2.735294117647059,17,3.129820169672849,2008-03-25
Johnny Cash at Folsom Prison,2.735294117647059,17,3.129820169672849,2008-10-18
World Trade Center,2.735294117647059,17,3.129820169672849,2006-08-09
Mrs Santa Claus,2.8095238095238093,21,3.12981468410363,1996-12-08
Wasted on the Young,2.8095238095238093,21,3.12981468410363,2010-06-13
The Workshop,2.0,6,3.1297996033166005,2007-04-25
Expecting,2.45,10,3.1297941240046345,2013-12-06
The Monkey Hustle,3.1020408163265305,245,3.1297936909402586,1976-12-24
A Separation,2.642857142857143,14,3.1297886571889615,2011-03-15
A Most Wanted Man,2.642857142857143,14,3.1297886571889615,2014-07-25
Stonewall Uprising,2.642857142857143,14,3.1297886571889615,2010-06-16
Next,2.75,18,3.1297832028268804,2007-04-24
Innocent Sorcerers,2.8181818181818183,22,3.1297777608758857,1960-12-17
Dragnet Girl,0.8333333333333334,3,3.1297679740584075,1933-04-27
Measuring the World,0.8333333333333334,3,3.1297679740584075,2012-10-24
Calling Bulldog Drummond,0.8333333333333334,3,3.1297679740584075,1951-12-14
Blonde Crazy,2.142857142857143,7,3.129762526190425,1931-12-03
The House,3.0511363636363638,88,3.12975952082401,2011-03-17
Top Hat,2.5,11,3.129757090757658,1935-09-06
American Mullet,2.9473684210526314,38,3.1297561163393848,2001-01-01
The Son of Monte Cristo,2.6666666666666665,15,3.1297516677175783,1940-12-05
You Are My Sunshine,2.763157894736842,19,3.1297462570278523,2005-09-23
Judgment at Nuremberg,2.99,50,3.1297400111991194,1961-12-01
Maid to Order,3.0,54,3.1297346670295503,1987-07-10
American Pie Presents The Book of Love,3.0,54,3.1297346670295503,2009-06-18
Ragnarok,1.375,4,3.129730874174464,2013-11-11
Never So Few,1.375,4,3.129730874174464,1959-12-07
The Disappearance of Eleanor Rigby Them,1.375,4,3.129730874174464,2014-05-14
The Slanted Screen,1.375,4,3.129730874174464,2006-01-03
Sodom and Gomorrah,2.903225806451613,31,3.129730098640331,1962-01-01
Felix The Cat The Movie,3.0086206896551726,58,3.1297293348970774,1988-10-01
The Overcoat,2.5416666666666665,12,3.129720078637526,1952-10-03
Reap the Wild Wind,2.6875,16,3.129714699324018,1942-03-18
Alien Space Avenger,2.8333333333333335,24,3.1297039773970776,1989-08-01
Where the Red Fern Grows,2.8333333333333335,24,3.1297039773970776,1974-06-21
Mosquito Squadron,2.875,28,3.129698634700278,1969-01-18
The King of Fighters,1.7,5,3.1296937954977246,2009-11-04
The Retrieval,2.3333333333333335,9,3.1296884354480525,2013-03-11
Hana and Alice,2.3333333333333335,9,3.1296884354480525,2004-03-13
Bicentennial Man,2.3333333333333335,9,3.1296884354480525,1999-12-17
Golmaal 3,3.015873015873016,63,3.1296875426471655,2010-11-05
The Subject Was Roses,2.7058823529411766,17,3.1296777519902697,1968-10-13
Fun Fancy Free,2.7857142857142856,21,3.1296724284987594,1947-09-27
Chillers,1.9166666666666667,6,3.1296567380100115,1987-01-01
Grand Illusion,2.909090909090909,33,3.1296565304773276,1937-06-04
The Loft,2.4,10,3.1296514217956046,2014-10-14
Loophole,2.951219512195122,41,3.1296459917640145,1954-03-28
Wild China,2.951219512195122,41,3.1296459917640145,2008-01-01
The Sugar Curtain,2.7222222222222223,18,3.1296408256983423,2005-09-21
Death Valley,2.7222222222222223,18,3.1296408256983423,1982-05-07
War and Peace,2.7222222222222223,18,3.1296408256983423,2007-10-19
The Violent Four,2.7954545454545454,22,3.129635545732817,1968-03-29
Would You Rather,2.8461538461538463,26,3.1296302777678955,2012-10-14
Girl Rising,0.6666666666666666,3,3.1296249861837793,2013-03-07
In the Eyes of the World,0.6666666666666666,3,3.1296249861837793,1991-04-03
The Double,2.911764705882353,34,3.12961977767658,2011-10-27
The Prospects,2.0714285714285716,7,3.129619701693167,2011-03-22
The First Grader,2.4545454545454546,11,3.129614429264848,2010-09-04
Maria s Lovers,2.4545454545454546,11,3.129614429264848,1984-01-27
Day of the Animals,2.4545454545454546,11,3.129614429264848,1977-05-13
Gigantics,3.118181818181818,660,3.12958559672768,1999-09-30
Okkadu,2.5,12,3.1295774578377085,2003-01-15
Ghosts,2.953488372093023,43,3.1295726791697125,2005-09-15
Lola Versus,2.65625,16,3.129572241064288,2012-04-24
Alive or Preferably Dead,2.65625,16,3.129572241064288,1969-09-17
Cruel Intentions,2.9680851063829787,47,3.1295675134679843,1999-03-05
Carry On Spying,2.8125,24,3.129561843108602,1964-06-01
Men in Black,2.8125,24,3.129561843108602,1997-07-02
Boca,3.0,59,3.1295520861538613,2010-10-03
Outlaw Blues,1.6,5,3.1295508893584767,1977-07-15
Man of the Year,1.6,5,3.1295508893584767,1995-09-15
Elmer The Great,2.9375,40,3.1295411884338216,1933-04-29
Mass Effect Paragon Lost,2.5384615384615383,13,3.129540507496133,2012-12-28
Intolerance Love s Struggle Throughout the Ages,2.761904761904762,21,3.1295301728938885,1916-09-04
Santa Fe Trail,2.9910714285714284,56,3.1295207199525152,1940-12-13
Totò Peppino and the Sweet Life,2.35,10,3.1295087195865743,1961-03-23
Cyber Seduction His Secret Life,2.5714285714285716,14,3.1295035782220877,2005-06-20
Salvador Puig Antich,3.1027397260273974,292,3.1295030513200484,2006-05-23
Blood,2.6944444444444446,18,3.1294984485698043,1989-12-07
A Long and Happy Life,2.0,7,3.129476877195909,2013-04-11
Mousey,2.0,7,3.129476877195909,1974-05-24
Rang De Basanti,2.9210526315789473,38,3.129472974598629,2006-01-26
Top Gun,2.9210526315789473,38,3.129472974598629,1986-05-16
Amal,2.409090909090909,11,3.129471767772038,2007-09-13
Magic Magic,2.710526315789474,19,3.12946158383268,2013-07-26
Music Box,3.1241699867197874,1506,3.129459708725837,1989-12-22
Hollow Reed,2.8333333333333335,27,3.1294514461734377,1996-06-24
The Girl from Nowhere,1.125,4,3.1294449801839552,2013-02-06
Undead,3.0,62,3.1294427840956858,2003-09-04
Top Sensation,2.125,8,3.1294399028178193,1969-03-29
Scooby Doo Legend of the Phantosaur,2.125,8,3.1294399028178193,2011-09-06
One Way,2.4583333333333335,12,3.1294348370378913,2006-10-21
The Heat s On,2.4583333333333335,12,3.1294348370378913,1943-12-02
Interkosmos,3.06640625,128,3.129430849767364,2006-01-06
Pee wee s Big Adventure,2.625,16,3.1294297828045585,1985-07-26
Coach Carter,2.8392857142857144,28,3.1294146889906975,2005-01-14
Revenge of the Pink Panther,2.9915254237288136,59,3.1294113520849582,1978-07-19
Unguarded,1.5,5,3.129407983219229,2011-11-01
Johan Falk Spelets regler,1.5,5,3.129407983219229,2012-09-25
D O A,1.5,5,3.129407983219229,1980-09-12
Rock n Roll Frankenstein,3.0984848484848486,264,3.1294035477373567,1999-01-01
An Inconvenient Truth,2.2222222222222223,9,3.129402949551056,2006-01-24
Cross,2.2222222222222223,9,3.129402949551056,2011-07-12
The Umbrellas of Cherbourg,2.5,13,3.1293979273661,1964-02-19
Raw Edge,2.75,22,3.1293511154466804,1956-03-24
Darkness in Tallinn,1.9285714285714286,7,3.1293340526986513,1993-06-06
Dark Shadows,1.9285714285714286,7,3.1293340526986513,2012-05-08
Our Brief Eternity,1.9285714285714286,7,3.1293340526986513,2009-10-20
The Rocket from Calabuch,2.3636363636363638,11,3.1293291062792283,1956-09-28
Ace Ventura Pet Detective,3.094650205761317,243,3.129327941470627,1994-02-04
All About My Mother,3.1183006535947713,765,3.1293257846547005,1999-04-19
Cherry Harry Raquel,3.0136986301369864,73,3.1293239463068967,1970-04-22
Sam Kinison Why Did We Laugh,2.9456521739130435,46,3.129321614692197,1998-01-01
3 10 to Yuma,2.6842105263157894,19,3.1293192472350944,2007-09-06
G I Joe Retaliation,2.760869565217391,23,3.1293143345335075,2013-03-26
The Apostle,2.814814814814815,27,3.1293094329946145,1997-10-09
Man Without a Memory,2.9919354838709675,62,3.12930216876299,1974-08-23
Grandma Lo Fi,1.0,4,3.129302033188701,2011-11-08
From This Day Forward,1.0,4,3.129302033188701,1946-03-02
The Lady in the Car with Glasses and a Gun,3.007142857142857,70,3.1292925112765695,1970-10-22
Cleopatra,2.4166666666666665,12,3.1292922162380736,1963-06-12
A Plasticine Crow,2.7708333333333335,24,3.1292775745316503,1981-12-31
Raging Bull,2.8214285714285716,28,3.1292727161359073,1980-11-14
God Is Great and I m Not,2.1666666666666665,9,3.1292602066025577,2001-09-26
Coyote Ugly,2.1666666666666665,9,3.1292602066025577,2000-07-30
Philanthropy,2.9125,40,3.1292582069408112,2002-03-15
Raising Arizona,3.1256239600665556,2404,3.1292469483006267,1987-03-01
The Gazebo,2.7142857142857144,21,3.1292456616841466,1959-12-16
The Story of the Voyages,2.7142857142857144,21,3.1292456616841466,1983-09-04
Beastmaster 2 Through the Portal of Time,2.7142857142857144,21,3.1292456616841466,1991-06-08
Remington and the Curse of the Zombadings,2.78,25,3.1292408354232806,2011-08-31
Snakeman,2.8636363636363638,33,3.1292312157444253,2005-04-09
A Bullet for Pretty Boy,1.6666666666666667,6,3.129228142090245,1970-07-15
The Dark at the Top of the Stairs,2.5,14,3.129218499255214,1960-09-28
The Toth Family,2.638888888888889,18,3.1292136943127282,1969-11-29
Hondo,2.638888888888889,18,3.1292136943127282,1953-11-25
The Best Years of Our Lives,2.9489795918367347,49,3.12921210671995,1946-12-25
Love Birds,2.727272727272727,22,3.129208900303612,2011-02-24
I Hate But Love,2.7884615384615383,26,3.12920411719059,1962-01-01
Sharpay s Fabulous Adventure,2.973684210526316,57,3.129202616787045,2011-04-19
The Prince and the Pauper,2.8676470588235294,34,3.129194583504575,1962-03-11
Sherlock Holmes,2.3181818181818183,11,3.129186444786418,2010-01-26
Mouchette,2.9166666666666665,42,3.12918509295985,1967-03-28
Rio Zona Norte,2.739130434782609,23,3.129172159829231,1957-08-26
The Black Hole,2.0,8,3.129154335395351,2008-01-01
Zamfir s Zona,2.375,12,3.1291495954382564,2002-10-31
Jackie Brown,3.1028985507246376,345,3.1291478200707092,1997-12-24
Needle,3.1129032258064515,558,3.129145725773098,2010-06-04
Tom Thomas,2.5625,16,3.1291448662850985,2002-01-23
Night Terrors,2.9361702127659575,47,3.1291438803907137,1993-11-09
Day of the Reaper,2.675,20,3.1291401478989807,1984-10-31
Jack Frost,2.75,24,3.1291354402431746,1979-12-13
Aamdani Atthanni Kharcha Rupaiya,2.963636363636364,55,3.129134538911023,2001-12-21
The Name of the Rose,3.0232558139534884,86,3.129133653189407,1986-09-24
The Last Metro,2.84375,32,3.1291260569764137,1980-09-17
Dance Program,1.3,5,3.1291221709407337,1937-09-09
Goblin,2.111111111111111,9,3.1291174636540595,2010-07-13
The Last Page,2.111111111111111,9,3.1291174636540595,1952-01-25
Silent Wedding,2.111111111111111,9,3.1291174636540595,2009-02-18
Wizards of the Lost Kingdom II,3.0,71,3.129115981734582,1989-03-01
Pyaar Ke Side Effects,3.0180722891566263,83,3.129102172804585,2006-09-15
Zatôichi at Large,2.810344827586207,29,3.12909408756882,1972-01-15
Men Behind the Sun,2.810344827586207,29,3.12909408756882,1988-12-01
Carry On Don t Lose Your Head,3.0555555555555554,126,3.129087974939897,1966-12-10
Romance in a Minor Key,1.5833333333333333,6,3.129085276783656,1943-06-25
Hotel Hell Vacation,2.902439024390244,41,3.129080188889736,2010-02-07
Munchies,2.611111111111111,18,3.12907131718419,1987-03-01
A Plumm Summer,2.611111111111111,18,3.12907131718419,2007-01-01
Gone Baby Gone,3.111003861003861,518,3.1290624287570266,2007-10-19
Watch Out We re Mad,2.769230769230769,26,3.1290620636648216,1974-03-29
Creature,3.0,73,3.129043582955994,1998-05-17
Ricco,2.5,15,3.129039173417533,1973-08-27
Seven Chances,3.0064935064935066,77,3.129039053345872,1925-03-11
Chaotic Ana,2.6315789473684212,19,3.129034574039922,2007-08-24
Waltz with Bashir,3.044642857142857,112,3.1290345143067944,2008-06-25
Trixie,2.717391304347826,23,3.129029985124954,2000-06-28
The Blood on Satan s Claw,2.975806451612903,62,3.129020938097598,1971-01-01
All Access Front Row Backstage Live,1.9375,8,3.1290115516841164,2001-05-20
Sympathy for Mr Vengeance,3.038095238095238,105,3.1290076280114034,2002-03-29
Once Upon a Time Veronica,2.3333333333333335,12,3.129006974638439,2012-09-09
The Burning Court,2.3333333333333335,12,3.129006974638439,1962-03-20
Doug Stanhope Before Turning the Gun on Himself,2.53125,16,3.1290024080253684,2012-03-12
Visions of Suffering,2.53125,16,3.1290024080253684,2006-09-26
Troy,3.0121951219512195,82,3.128998448371676,2004-05-13
Lion of the Desert,2.65,20,3.1289978518092774,1981-04-17
An Actor s Revenge,2.0555555555555554,9,3.128974720705561,1963-01-13
Spermula,2.909090909090909,44,3.1289707308743964,1976-07-07
The Time Shifters,2.909090909090909,44,3.1289707308743964,1999-10-17
V for Vendetta,2.909090909090909,44,3.1289707308743964,2006-03-15
Untamed Heart,2.793103448275862,29,3.1289521550151695,1993-02-12
The Brain from Planet Arous,1.5,6,3.128942411477067,1957-10-01
Lost in Thailand,1.5,6,3.128942411477067,2012-12-12
Racing Dreams,2.8902439024390243,41,3.128938738171166,2010-05-14
Porn in the Hood,2.15,10,3.1289379107504534,2012-07-11
Un amour de femme,2.15,10,3.1289379107504534,2001-01-01
Made in Jamaica,2.4285714285714284,14,3.12893342028834,2006-09-13
The Man Who Would Be King,2.6818181818181817,22,3.128924470017475,1975-12-03
Official Rejection,3.1165413533834587,798,3.128913894330453,2009-04-04
A Bullet for a Stranger,1.7142857142857142,7,3.128905579206878,1971-09-23
Dr Kildare Goes Home,2.9130434782608696,46,3.128897861937804,1940-09-06
The Selling,2.6956521739130435,23,3.1288878104206774,2011-04-29
Snake Eyes,2.806451612903226,31,3.1288789865204945,1998-08-07
Like Father Like Son,1.875,8,3.1288687679728824,1965-08-01
Daniel Tosh Happy Thoughts,3.036697247706422,109,3.12886439760393,2011-03-08
Haiku Tunnel,2.5,16,3.128859949765639,2001-09-07
Control,3.0060975609756095,82,3.128858619522188,2003-11-20
The Dukes of Hazzard,3.0817757009345796,214,3.1288561011077833,2005-08-05
The People vs Larry Flynt,2.625,20,3.128855555719574,1996-10-12
Turn of the Screw,2.7083333333333335,24,3.128851171666223,1985-10-10
Mothra,2.767857142857143,28,3.128846797571537,1961-07-30
Andrei Rublev,2.9776119402985075,67,3.1288397696268926,1966-12-16
Kosmos,3.0697674418604652,172,3.1288320834981285,2010-02-17
3 Bad Men,2.0,9,3.128831977757063,1926-08-28
Sleepaway Camp III Teenage Wasteland,2.3461538461538463,13,3.1288276068459675,1989-02-05
Sick Boy,2.5294117647058822,17,3.128823245894793,2011-12-21
Breakheart Pass,3.0060240963855422,83,3.1288225932921714,1975-12-25
The 11th Hour,2.9583333333333335,60,3.128812159290742,2007-08-17
The Day the Sky Exploded,2.8181818181818183,33,3.128805901011523,1958-09-04
Face,3.036036036036036,111,3.128792901599933,1997-09-26
Dallas Pashamende,2.9183673469387754,49,3.1287887127942415,2005-02-02
Urusei Yatsura 2 Beautiful Dreamer,2.659090909090909,22,3.1287822548744066,1984-02-11
The Punch Bowl,2.783333333333333,30,3.1287736681104032,1944-01-28
The Mortal Instruments City of Bones,1.6428571428571428,7,3.12876275470962,2013-08-21
Intentions of Murder,2.880952380952381,42,3.1287608608200235,1964-06-28
The Werewolf of Washington,2.1818181818181817,11,3.1287584603079885,1973-10-01
Crosby Stills Nash Long Time Comin,3.111111111111111,594,3.1287422700933116,1990-01-01
El robobo de la jojoya,1.8125,8,3.128725984261648,1991-12-20
Rattlers,2.25,12,3.128721733038804,1976-04-23
Spymate,2.46875,16,3.128717491505909,2006-01-24
Khadak,3.0625,160,3.1287078251922487,2006-08-31
Siberian Education,1.0,5,3.1286934525229904,2013-02-27
William Kate,2.8625,40,3.1286922439547906,2011-04-18
Trash Humpers,2.3076923076923075,13,3.1286850267159343,2009-09-12
Girl Interrupted,2.5,17,3.1286808282122136,1999-12-21
Travelling Salesman,2.5,17,3.1286808282122136,2012-06-16
Trade,2.5,17,3.1286808282122136,2007-01-23
Mississippi Mermaid,3.0605095541401273,157,3.1286766329811107,1969-06-18
Aragami,2.9375,56,3.1286756019176964,2003-03-27
00 Schneider Jagd auf Nihil Baxter,3.010989010989011,91,3.128674584826891,1994-12-21
The Passionate Thief,1.3333333333333333,6,3.128656680863889,1960-10-21
It s in the Bag,1.3333333333333333,6,3.128656680863889,1945-04-21
Mooz lum,2.357142857142857,14,3.1286483413214663,2011-02-11
Jubal,2.357142857142857,14,3.1286483413214663,1956-04-06
Roadracers,2.5277777777777777,18,3.128644185798576,1994-07-22
House of Frankenstein,3.103488372093023,430,3.1286438278422546,1944-12-01
Fame,3.090106007067138,283,3.128620168313768,1980-05-16
The World is Big and Salvation Lurks Around the Corner,1.5714285714285714,7,3.1286199302123627,2008-03-14
Jackboots on Whitehall,2.1363636363636362,11,3.128615798815179,2010-10-08
Emmanuelle 6,2.774193548387097,31,3.128595282480549,1988-07-06
Medea,2.8461538461538463,39,3.1285871409894246,1969-12-27
For the Matches,1.75,8,3.128583200550414,1980-01-18
Bambi,2.2083333333333335,12,3.1285791122389863,1942-08-14
Serving Life,2.2083333333333335,12,3.1285791122389863,2011-07-28
Holy Flame of the Martial World,2.4375,16,3.128575033246179,1983-06-10
Without Love,2.875,44,3.12854673856279,1945-01-01
My Girl,2.9939759036144578,83,3.1285430137797583,1991-11-27
The Thin Red Line,2.4705882352941178,17,3.128538410529634,1998-12-25
Scary Movie 4,2.4705882352941178,17,3.128538410529634,2006-04-13
RoboCop 2,2.941666666666667,60,3.128530770354955,1990-06-22
Three Wishes for Cinderella,2.7413793103448274,29,3.128526357354218,1973-11-01
The Ice Harvest,3.099483204134367,387,3.1285231528776127,2005-11-23
Meet the Spartans,2.824324324324324,37,3.1285183674202557,2008-01-24
Torch Song,1.25,6,3.1285138155573002,1953-10-01
Elling,2.3214285714285716,14,3.1285058018380294,2001-03-16
Lady Chatterley,2.5,18,3.128501808670038,2006-11-01
Dark Habits,2.6136363636363638,22,3.12849782458827,1983-03-10
The Last Remake of Beau Geste,1.5,7,3.128477105715105,1977-06-15
History of Postwar Japan as Told by a Bar Hostess,2.630434782608696,23,3.128461286307848,1970-01-01
Home Alone 2 Lost in New York,2.8333333333333335,39,3.128445610192323,1992-11-19
Ilsa Harem Keeper of the Oil Sheiks,2.86046511627907,43,3.128441713324881,1976-02-29
How Much Do You Love Me,1.6875,8,3.1284404168391795,2005-10-26
Design for Living,2.1666666666666665,12,3.128436491439169,1933-12-29
Tabu,2.1666666666666665,12,3.128436491439169,1931-03-18
Ramin,2.1666666666666665,12,3.128436491439169,2011-04-01
Beverly Hills Chihuahua 3 Viva La Fiesta,2.55,20,3.1284286674504638,2012-09-03
Danton,2.6458333333333335,24,3.128424768800796,1983-01-12
The Reunion,1.8333333333333333,9,3.1284037489115675,2011-10-13
Cool Kids Don t Cry,2.230769230769231,13,3.1283998664558683,2012-02-15
Siren,2.5714285714285716,21,3.1283921280549216,2010-11-11
Salò or the 120 Days of Sodom,2.8877551020408165,49,3.128365318868533,1975-11-22
The Phantom of Liberty,2.4722222222222223,18,3.1283594315415,1974-09-10
Android,2.7333333333333334,30,3.1283479912842496,1982-10-15
Retroactive,2.7333333333333334,30,3.1283479912842496,1997-01-01
Pusher,3.0476190476190474,147,3.1283434002657216,1996-08-30
Black Hawk Down,2.8157894736842106,38,3.1283404076356076,2001-12-28
The Peacemaker,2.869565217391304,46,3.12833285826528,1997-09-26
At Point Blank,2.869565217391304,46,3.12833285826528,2003-12-13
Steel Dawn,2.3333333333333335,15,3.128326679117487,1987-11-06
Deseret,2.3333333333333335,15,3.128326679117487,1995-02-07
The Gambler,2.9224137931034484,58,3.1283215979749532,1974-10-02
There Will Come Soft Rains,1.625,8,3.1282976331279455,1984-01-01
Kidnapped,2.125,12,3.1282938706393515,1995-11-05
Pina,2.625,24,3.12828263451232,2011-02-24
Nick of Time,3.0730593607305936,219,3.1282785638029087,1995-11-22
Sensation,2.852272727272727,44,3.1282640770217194,2011-11-04
Vive la France,1.7777777777777777,9,3.1282610059630693,2013-02-19
Milk Money,2.9885057471264367,87,3.1282597887867065,1994-08-31
To Find a Man,2.411764705882353,17,3.128253575164475,1972-01-31
Playing by Heart,2.64,25,3.1282461781537565,1998-12-30
Meatball Machine,3.0217391304347827,115,3.128234496699024,2005-01-01
The Glass Slipper,2.25,14,3.1282207228711556,1955-01-01
Nightwatching,2.8962264150943398,53,3.128220551394902,2007-09-06
Tomorrow s Joe,2.4444444444444446,18,3.1282170544129615,2011-02-11
The 7 Grandmasters,2.716666666666667,30,3.128206099008865,1977-03-20
In Memory of My Father,2.716666666666667,30,3.128206099008865,2005-06-03
Killjoy,2.8026315789473686,38,3.12819883676523,2000-10-24
Versus,2.9753086419753085,81,3.128195326084659,2000-10-23
The 7 Adventures of Sinbad,1.3571428571428572,7,3.128191456720589,2010-01-01
Three Colors Blue,3.036764705882353,136,3.1281813465445585,1993-01-10
Dangerous Liaisons,2.473684210526316,19,3.1281805544544063,1988-12-16
Piazza Fontana The Italian Conspiracy,2.7714285714285714,35,3.1281661334412374,2012-03-30
Death on the Nile,2.975609756097561,82,3.128159475274747,1978-10-06
Dead Bang,3.028,125,3.1281564749882387,1989-03-24
The Yakuza Papers Vol 2 Deadly Fight in Hiroshima,2.5,20,3.1281440752710568,1973-04-28
The Long Gray Line,2.6785714285714284,28,3.1281369332975864,1955-02-09
The Mountain Road,2.8125,40,3.12812628096877,1960-06-15
Saajan,2.5238095238095237,21,3.1281076168451802,1991-08-30
The Bling Ring,2.5238095238095237,21,3.1281076168451802,2011-09-26
Appointment with Death,2.9296875,64,3.128105191884715,1988-04-15
You Kill Me,2.62,25,3.1281040842581103,2007-02-09
Star Maps,2.62,25,3.1281040842581103,1997-07-23
Hollow Man II,2.689655172413793,29,3.1281005596932663,2006-05-23
